student_id,hours_studied,attendance_rate,previous_score,sleep_hours,tutoring_sessions,parental_education,internet_access,extracurricular_activities,peer_study_group,stress_level,final_score,performance_tier
STU_11129,17.1,66.0,73.6,4.6,0,Doctorate,Yes,No,No,9,63.5,Pass
STU_11130,17.1,96.6,67.8,7.3,1,Bachelor's,Yes,No,Yes,9,94.2,Distinction
STU_11131,17.7,74.8,72.4,8.2,1,Master's,Yes,No,No,4,93.9,Distinction
STU_11132,25.5,86.6,63.8,7.1,0,Some College,Yes,Yes,No,8,93.0,Distinction
STU_11133,17.9,69.5,85.3,6.6,4,Some College,No,Yes,No,5,99.8,Distinction
STU_11134,13.4,91.9,89.1,7.8,0,Some College,Yes,Yes,Yes,9,100.0,Distinction
STU_11135,21.3,84.5,70.4,7.1,1,Bachelor's,Yes,No,No,2,100.0,Distinction
STU_11136,22.7,68.9,55.4,9.2,0,Some College,Yes,No,Yes,4,83.5,Merit
STU_11137,7.0,95.7,65.7,8.7,1,Master's,Yes,Yes,No,3,90.7,Distinction
STU_11138,18.9,71.4,69.8,8.4,0,High School,Yes,No,Yes,7,86.3,Distinction
STU_11139,19.6,72.6,78.1,8.1,1,Some College,Yes,No,Yes,2,95.5,Distinction
STU_11140,13.1,84.2,59.9,5.7,0,Some College,Yes,Yes,Yes,3,84.2,Merit
STU_11141,23.9,72.1,62.8,8.0,0,Bachelor's,No,No,Yes,9,82.1,Merit
STU_11142,14.0,53.5,78.1,7.7,2,Some College,Yes,Yes,No,8,86.1,Distinction
STU_11143,15.8,96.7,83.3,7.9,2,Some College,Yes,Yes,Yes,2,100.0,Distinction
STU_11144,13.9,63.9,64.5,7.8,0,Some College,No,Yes,No,6,74.0,Merit
STU_11145,15.1,59.2,56.0,7.7,0,Bachelor's,Yes,Yes,No,3,81.3,Merit
STU_11146,7.9,86.8,99.0,10.0,3,Bachelor's,Yes,No,Yes,6,100.0,Distinction
STU_11147,5.6,80.2,81.4,7.1,0,Bachelor's,Yes,Yes,No,5,91.1,Distinction
STU_11148,25.4,77.9,68.8,8.3,4,Some College,No,Yes,No,10,88.5,Distinction
STU_11149,9.5,83.3,82.4,6.6,1,Doctorate,Yes,Yes,No,4,100.0,Distinction
STU_11150,8.6,91.9,70.5,8.1,0,Master's,Yes,No,No,7,92.8,Distinction
STU_11151,2.0,85.4,82.4,8.3,2,Some College,Yes,No,Yes,10,75.8,Merit
STU_11152,10.8,50.3,73.9,7.6,3,High School,Yes,No,No,7,81.7,Merit
STU_11153,6.4,46.2,73.1,9.2,1,Some College,Yes,Yes,Yes,4,75.0,Merit
STU_11154,25.7,90.3,70.6,6.1,1,Some College,Yes,No,No,3,98.2,Distinction
STU_11155,21.6,99.5,54.6,6.6,1,Master's,No,No,No,4,99.0,Distinction
STU_11156,10.5,87.1,95.3,7.5,4,Bachelor's,Yes,Yes,Yes,2,100.0,Distinction
STU_11157,29.6,73.7,60.7,8.3,2,Master's,No,No,No,4,94.0,Distinction
STU_11158,21.4,80.7,55.7,7.4,0,Some College,Yes,No,Yes,4,93.5,Distinction
STU_11159,12.9,76.5,69.4,8.7,0,Bachelor's,Yes,No,Yes,5,89.7,Distinction
STU_11160,2.0,82.9,60.5,6.4,0,Some College,No,No,No,1,61.9,Pass
STU_11161,29.9,84.4,71.4,5.8,0,High School,Yes,No,No,2,96.7,Distinction
STU_11162,6.0,78.3,80.3,7.6,0,Bachelor's,Yes,Yes,Yes,8,84.4,Merit
STU_11163,4.3,77.0,83.9,7.1,2,High School,Yes,No,Yes,8,90.8,Distinction
STU_11164,21.6,89.7,81.8,7.9,0,Bachelor's,Yes,No,No,8,100.0,Distinction
STU_11165,30.9,72.1,68.3,7.2,1,Bachelor's,Yes,Yes,Yes,5,100.0,Distinction
STU_11166,24.0,72.8,72.6,6.8,2,Bachelor's,Yes,No,Yes,8,93.4,Distinction
STU_11167,18.7,87.3,76.9,7.1,0,High School,Yes,No,No,9,96.0,Distinction
STU_11168,18.9,91.4,50.9,7.2,0,Bachelor's,Yes,Yes,No,4,94.6,Distinction
STU_11169,20.5,89.5,78.8,6.8,0,Doctorate,Yes,No,Yes,4,100.0,Distinction
STU_11170,19.9,84.3,54.5,7.0,0,Master's,Yes,Yes,No,7,96.3,Distinction
STU_11171,16.8,86.2,96.5,6.7,3,Bachelor's,Yes,No,Yes,5,100.0,Distinction
STU_11172,15.7,70.2,67.1,8.2,2,Bachelor's,Yes,Yes,Yes,10,92.0,Distinction
STU_11173,14.6,59.3,69.8,7.4,0,Some College,Yes,No,No,1,88.8,Distinction
STU_11174,10.1,45.4,62.8,9.9,1,Bachelor's,No,Yes,No,8,59.1,Pass
STU_11175,13.2,88.3,64.4,7.4,0,Bachelor's,Yes,No,Yes,4,100.0,Distinction
STU_11176,4.0,80.8,99.0,6.5,1,Bachelor's,Yes,No,Yes,8,94.7,Distinction
STU_11177,14.4,72.3,83.3,10.0,1,Bachelor's,Yes,Yes,Yes,2,92.5,Distinction
STU_11178,8.6,85.7,53.4,7.7,1,Some College,Yes,No,Yes,4,90.0,Distinction
STU_11179,7.8,64.9,90.1,8.4,0,High School,Yes,Yes,No,2,83.2,Merit
STU_11180,16.2,91.5,86.3,7.9,0,Bachelor's,Yes,No,No,5,100.0,Distinction
STU_11181,24.0,45.0,68.6,7.9,2,Some College,Yes,No,No,10,71.5,Merit
STU_11182,21.0,70.5,75.7,7.8,3,Some College,Yes,No,No,10,87.9,Distinction
STU_11183,4.8,97.6,71.8,5.9,4,High School,Yes,No,No,8,84.0,Merit
STU_11184,8.6,61.7,95.7,7.6,0,Some College,Yes,Yes,Yes,7,91.1,Distinction
STU_11185,21.1,97.5,62.4,5.6,2,Bachelor's,Yes,Yes,No,5,95.4,Distinction
STU_11186,8.6,57.1,73.8,7.0,2,Some College,Yes,No,No,7,83.9,Merit
STU_11187,13.5,66.8,66.9,6.3,4,High School,No,Yes,Yes,5,82.8,Merit
STU_11188,18.6,71.1,54.8,7.6,0,Some College,Yes,Yes,No,7,85.3,Distinction
STU_11189,8.7,90.2,98.3,7.6,2,Some College,Yes,Yes,No,4,100.0,Distinction
STU_11190,15.7,73.5,57.8,7.8,0,Some College,Yes,No,Yes,4,89.8,Distinction
STU_11191,6.3,53.4,74.6,7.5,2,Some College,Yes,Yes,Yes,10,69.6,Pass
STU_11192,11.1,94.2,51.1,6.5,1,Master's,Yes,No,No,4,94.7,Distinction
STU_11193,17.1,85.4,67.2,6.9,2,High School,Yes,No,No,8,93.8,Distinction
STU_11194,4.6,83.8,77.1,8.3,3,Bachelor's,Yes,No,No,1,97.8,Distinction
STU_11195,17.9,82.7,62.1,8.5,1,Master's,Yes,Yes,Yes,10,82.2,Merit
STU_11196,14.9,92.8,79.0,5.8,1,Master's,Yes,Yes,No,5,100.0,Distinction
STU_11197,18.6,45.0,68.8,5.4,0,High School,No,Yes,Yes,10,53.5,Pass
STU_11198,16.5,81.7,85.9,6.3,1,Some College,Yes,No,Yes,2,100.0,Distinction
STU_11199,23.9,93.1,88.3,8.5,1,High School,Yes,Yes,Yes,10,99.5,Distinction
STU_11200,15.8,74.2,65.0,8.7,0,Some College,Yes,Yes,No,4,81.4,Merit
STU_11201,12.2,68.9,72.9,6.1,3,High School,Yes,Yes,Yes,5,92.0,Distinction
STU_11202,15.8,79.9,74.2,7.6,0,Master's,Yes,No,Yes,8,94.2,Distinction
STU_11203,18.5,52.6,79.4,9.4,2,High School,Yes,No,Yes,2,83.4,Merit
STU_11204,15.3,67.2,72.2,7.7,3,Some College,No,Yes,Yes,2,91.9,Distinction
STU_11205,15.3,95.8,74.3,8.9,3,Some College,Yes,Yes,Yes,2,100.0,Distinction
STU_11206,10.4,82.7,69.1,8.4,2,Doctorate,Yes,No,No,8,91.8,Distinction
STU_11207,10.7,57.6,73.4,6.1,0,Bachelor's,Yes,Yes,No,3,75.0,Merit
STU_11208,5.9,62.5,87.6,7.0,3,Some College,Yes,No,No,5,89.2,Distinction
STU_11209,26.4,86.6,79.8,7.2,0,High School,No,No,No,2,98.0,Distinction
STU_11210,6.9,92.3,80.4,7.3,4,High School,Yes,No,Yes,6,100.0,Distinction
STU_11211,10.5,74.3,80.7,8.3,2,Bachelor's,No,No,No,10,76.7,Merit
STU_11212,10.3,83.3,70.2,7.7,2,Bachelor's,Yes,No,Yes,6,100.0,Distinction
STU_11213,20.8,86.9,75.8,4.0,0,Bachelor's,Yes,No,No,2,87.2,Distinction
STU_11214,13.1,94.0,59.0,5.6,1,High School,No,Yes,No,4,79.4,Merit
STU_11215,23.1,78.9,87.2,4.6,3,Bachelor's,Yes,Yes,No,2,100.0,Distinction
STU_11216,10.6,97.5,38.6,7.4,3,Bachelor's,Yes,No,Yes,10,84.0,Merit
STU_11217,16.8,89.8,71.0,7.5,0,Doctorate,Yes,Yes,Yes,4,98.9,Distinction
STU_11218,9.6,56.4,85.7,7.5,4,Bachelor's,Yes,No,Yes,7,94.6,Distinction
STU_11219,28.9,84.6,55.6,6.0,0,Some College,Yes,Yes,No,5,96.0,Distinction
STU_11220,7.3,90.5,76.8,8.0,2,Some College,Yes,No,No,10,85.7,Distinction
STU_11221,17.0,83.3,63.8,8.1,2,High School,Yes,No,No,4,100.0,Distinction
STU_11222,19.1,74.6,67.6,5.7,0,Bachelor's,Yes,No,Yes,10,75.7,Merit
STU_11223,17.7,45.0,83.4,5.4,0,Bachelor's,No,Yes,No,10,56.6,Pass
STU_11224,13.8,74.2,74.4,7.2,2,High School,Yes,No,No,3,95.2,Distinction
STU_11225,14.2,74.6,47.6,9.4,1,High School,Yes,Yes,Yes,6,74.8,Merit
STU_11226,15.3,83.1,60.3,9.2,0,High School,Yes,Yes,Yes,2,87.3,Distinction
STU_11227,14.0,74.8,83.7,7.9,2,Master's,Yes,Yes,No,4,100.0,Distinction
STU_11228,21.3,87.2,77.4,6.3,3,High School,Yes,No,No,8,100.0,Distinction
STU_11229,29.4,49.2,93.0,8.3,1,Some College,Yes,Yes,Yes,2,99.7,Distinction
STU_11230,11.4,97.5,92.2,6.7,0,Some College,Yes,No,Yes,9,94.2,Distinction
STU_11231,6.1,88.2,67.9,6.3,0,Some College,Yes,No,No,2,85.0,Distinction
STU_11232,14.4,95.6,99.0,4.6,2,Bachelor's,Yes,No,Yes,8,96.1,Distinction
STU_11233,31.8,73.9,72.3,7.3,1,Master's,Yes,No,Yes,8,96.7,Distinction
STU_11234,9.8,87.4,60.4,6.4,2,High School,Yes,No,No,7,91.7,Distinction
STU_11235,25.7,83.4,64.4,7.3,3,Bachelor's,Yes,No,No,10,91.9,Distinction
STU_11236,25.9,74.5,44.9,4.4,1,Some College,Yes,No,No,6,68.0,Pass
STU_11237,11.4,68.6,91.3,7.4,0,Doctorate,Yes,Yes,No,1,97.3,Distinction
STU_11238,18.7,72.8,91.1,4.3,4,Some College,Yes,Yes,No,2,91.1,Distinction
STU_11239,25.6,77.9,59.8,8.5,1,High School,Yes,Yes,No,7,94.7,Distinction
STU_11240,12.5,69.4,69.3,7.8,2,Some College,No,Yes,No,4,86.6,Distinction
STU_11241,13.7,98.3,73.1,6.9,4,High School,Yes,Yes,Yes,9,97.2,Distinction
STU_11242,11.2,86.4,60.5,7.9,4,High School,Yes,No,Yes,3,100.0,Distinction
STU_11243,8.4,45.0,50.9,6.0,1,Bachelor's,Yes,No,Yes,4,70.3,Merit
STU_11244,10.8,71.9,69.5,7.3,0,Bachelor's,Yes,Yes,No,3,86.9,Distinction
STU_11245,7.0,79.8,68.1,8.2,5,Some College,Yes,No,No,7,96.8,Distinction
STU_11246,15.2,74.8,67.3,4.0,2,Bachelor's,No,Yes,Yes,2,72.0,Merit
STU_11247,10.0,76.3,74.7,6.7,1,Some College,Yes,Yes,Yes,10,79.9,Merit
STU_11248,16.5,56.3,89.2,7.2,1,Bachelor's,Yes,No,Yes,2,93.9,Distinction
STU_11249,4.9,83.9,68.4,7.0,1,Bachelor's,Yes,No,Yes,2,90.8,Distinction
STU_11250,17.2,83.9,74.0,8.9,3,Bachelor's,Yes,Yes,No,4,100.0,Distinction
STU_11251,20.4,66.3,80.7,5.9,1,High School,Yes,Yes,No,8,74.7,Merit
STU_11252,2.0,86.7,78.6,6.5,3,Some College,Yes,Yes,Yes,8,85.9,Distinction
STU_11253,17.4,76.3,64.6,4.9,3,Some College,No,Yes,Yes,8,77.2,Merit
STU_11254,23.0,90.2,73.2,9.0,3,Some College,Yes,No,Yes,8,100.0,Distinction
STU_11255,7.1,53.3,78.6,6.9,2,Bachelor's,Yes,No,No,7,81.6,Merit
STU_11256,25.9,96.7,58.5,6.7,3,Some College,Yes,No,No,6,100.0,Distinction
STU_11257,17.7,61.3,87.2,7.1,1,High School,Yes,Yes,No,7,94.2,Distinction
STU_11258,10.4,70.8,89.2,8.0,0,Some College,Yes,No,No,5,91.1,Distinction
STU_11259,14.6,67.3,63.3,7.6,3,High School,Yes,Yes,No,8,81.7,Merit
STU_11260,18.6,66.4,74.3,10.0,1,Bachelor's,No,No,No,2,79.5,Merit
STU_11261,15.5,80.7,79.7,7.7,0,Some College,Yes,Yes,No,5,99.6,Distinction
STU_11262,18.5,45.0,65.5,6.6,0,Bachelor's,Yes,No,Yes,7,78.2,Merit
STU_11263,9.0,90.5,77.8,6.5,0,Some College,Yes,No,No,9,81.3,Merit
STU_11264,16.1,85.1,74.0,6.7,2,Master's,Yes,No,No,10,91.8,Distinction
STU_11265,5.8,62.1,54.4,5.4,2,Doctorate,Yes,Yes,No,1,70.2,Merit
STU_11266,14.3,61.8,77.5,7.2,0,Bachelor's,Yes,No,Yes,9,80.0,Merit
STU_11267,9.1,80.7,58.8,8.1,3,Master's,Yes,No,Yes,3,86.4,Distinction
STU_11268,10.2,88.1,83.3,6.5,0,Some College,Yes,No,Yes,1,98.5,Distinction
STU_11269,23.0,73.4,63.9,6.2,2,Master's,Yes,Yes,Yes,7,92.6,Distinction
STU_11270,22.1,62.4,70.1,9.0,1,Master's,No,Yes,No,3,88.1,Distinction
STU_11271,19.0,95.8,88.5,5.5,2,Doctorate,Yes,Yes,No,8,100.0,Distinction
STU_11272,7.9,55.6,78.0,4.7,1,Bachelor's,No,Yes,No,2,60.4,Pass
STU_11273,12.9,82.3,59.0,5.8,0,Bachelor's,No,No,No,4,80.8,Merit
STU_11274,22.9,77.9,59.8,5.4,3,Some College,No,No,No,2,87.6,Distinction
STU_11275,15.9,96.6,64.8,7.7,0,Some College,No,Yes,No,4,100.0,Distinction
STU_11276,30.1,76.9,76.7,6.8,5,Some College,No,No,Yes,1,100.0,Distinction
STU_11277,17.6,93.7,76.3,6.9,2,Master's,Yes,Yes,No,10,92.8,Distinction
STU_11278,16.2,90.9,61.9,8.6,1,High School,Yes,Yes,Yes,5,100.0,Distinction
STU_11279,13.0,63.5,58.0,6.4,2,Bachelor's,Yes,Yes,No,3,83.3,Merit
STU_11280,15.9,77.4,75.4,8.1,0,Some College,Yes,No,No,9,86.4,Distinction
STU_11281,14.0,72.0,69.8,9.0,1,Some College,Yes,No,No,4,92.6,Distinction
STU_11282,19.6,81.8,97.9,6.7,5,Master's,Yes,Yes,Yes,6,100.0,Distinction
STU_11283,21.2,70.2,72.4,8.1,0,Master's,Yes,No,Yes,9,86.7,Distinction
STU_11284,9.9,56.8,93.8,6.9,2,Bachelor's,No,Yes,Yes,2,86.3,Distinction
STU_11285,6.3,95.7,58.0,8.3,1,Some College,Yes,Yes,No,7,87.5,Distinction
STU_11286,3.1,76.1,53.1,5.3,2,Some College,Yes,Yes,No,3,70.7,Merit
STU_11287,18.3,92.5,58.6,5.2,0,Some College,Yes,Yes,Yes,1,87.3,Distinction
STU_11288,7.8,63.5,86.3,6.7,1,Some College,Yes,No,No,9,78.1,Merit
STU_11289,2.0,92.3,93.1,6.1,5,High School,Yes,No,Yes,9,87.0,Distinction
STU_11290,17.5,82.3,62.6,6.6,0,Some College,No,Yes,No,4,93.2,Distinction
STU_11291,31.2,76.4,66.5,6.9,2,Some College,Yes,Yes,Yes,9,97.0,Distinction
STU_11292,15.0,85.2,58.0,8.1,1,Bachelor's,Yes,Yes,Yes,7,93.9,Distinction
STU_11293,20.5,70.8,50.3,6.7,1,Some College,Yes,Yes,No,4,80.8,Merit
STU_11294,15.5,93.5,80.6,6.2,2,Some College,Yes,Yes,No,2,100.0,Distinction
STU_11295,14.4,85.8,74.7,6.8,1,High School,Yes,Yes,Yes,5,100.0,Distinction
STU_11296,21.0,71.4,72.1,6.3,0,Doctorate,Yes,No,No,8,88.6,Distinction
STU_11297,13.1,79.2,55.2,6.1,3,Some College,No,Yes,No,10,79.3,Merit
STU_11298,16.7,80.5,91.7,5.3,3,High School,Yes,Yes,No,10,93.8,Distinction
STU_11299,17.1,77.5,66.0,7.3,0,Some College,Yes,No,No,6,89.9,Distinction
STU_11300,10.7,96.1,78.4,6.5,1,Master's,No,Yes,No,5,94.1,Distinction
STU_11301,21.4,93.3,54.5,8.4,2,Bachelor's,No,Yes,No,4,94.5,Distinction
STU_11302,13.9,95.3,69.7,5.5,5,Bachelor's,Yes,Yes,No,6,100.0,Distinction
STU_11303,10.1,84.8,75.5,6.5,4,High School,Yes,Yes,No,3,100.0,Distinction
STU_11304,18.5,76.5,75.9,9.4,3,Bachelor's,Yes,Yes,No,2,100.0,Distinction
STU_11305,9.2,58.7,73.9,6.1,0,Bachelor's,Yes,Yes,No,1,76.3,Merit
STU_11306,15.2,68.9,77.9,6.9,3,Bachelor's,Yes,No,No,9,83.0,Merit
STU_11307,14.9,81.0,58.4,5.7,3,Master's,Yes,No,Yes,1,94.6,Distinction
STU_11308,22.1,86.5,74.4,5.6,1,Some College,Yes,No,No,4,98.7,Distinction
STU_11309,18.1,73.1,73.4,9.1,1,High School,Yes,Yes,No,6,90.3,Distinction
STU_11310,14.8,87.6,74.8,7.4,1,Master's,Yes,Yes,Yes,9,100.0,Distinction
STU_11311,20.3,77.2,72.9,7.4,2,Bachelor's,No,Yes,Yes,4,99.8,Distinction
STU_11312,24.0,75.8,56.7,5.2,0,High School,Yes,Yes,No,7,83.4,Merit
STU_11313,18.6,64.0,56.2,7.6,0,Some College,Yes,Yes,No,7,79.4,Merit
STU_11314,15.1,92.5,45.4,8.6,0,Master's,Yes,Yes,Yes,6,96.1,Distinction
STU_11315,6.5,72.5,81.8,8.6,1,High School,Yes,Yes,Yes,9,81.1,Merit
STU_11316,8.1,81.9,81.9,8.0,0,High School,Yes,Yes,No,10,85.7,Distinction
STU_11317,13.0,62.5,82.1,5.8,2,Some College,Yes,Yes,Yes,7,83.9,Merit
STU_11318,11.0,78.2,75.7,7.6,0,Master's,Yes,Yes,No,3,100.0,Distinction
STU_11319,13.8,60.2,46.4,8.0,3,Master's,Yes,Yes,No,6,86.8,Distinction
STU_11320,15.4,90.5,59.7,5.0,3,Some College,Yes,Yes,No,7,88.3,Distinction
STU_11321,18.4,88.4,74.0,5.9,3,Bachelor's,Yes,Yes,Yes,7,100.0,Distinction
STU_11322,14.5,65.5,73.6,8.3,2,Some College,Yes,Yes,Yes,6,93.6,Distinction
STU_11323,18.2,65.4,69.3,8.3,0,High School,Yes,Yes,No,3,86.6,Distinction
STU_11324,15.4,99.8,76.4,5.3,1,Bachelor's,Yes,Yes,No,6,93.6,Distinction
STU_11325,2.2,73.8,72.1,8.2,0,High School,Yes,Yes,Yes,2,76.4,Merit
STU_11326,8.9,86.2,73.4,7.3,5,Some College,Yes,No,Yes,10,93.0,Distinction
STU_11327,14.1,89.7,64.3,8.1,0,Bachelor's,Yes,Yes,No,1,95.2,Distinction
STU_11328,7.1,69.3,83.8,6.4,1,High School,Yes,Yes,No,8,80.5,Merit
STU_11329,18.9,94.5,66.8,8.0,2,Some College,Yes,Yes,No,3,100.0,Distinction
STU_11330,24.9,69.3,56.0,8.2,4,Bachelor's,Yes,Yes,Yes,8,92.2,Distinction
STU_11331,22.9,79.2,62.7,6.8,2,Bachelor's,Yes,Yes,Yes,3,100.0,Distinction
STU_11332,13.6,79.9,67.8,7.2,2,High School,No,No,Yes,2,90.4,Distinction
STU_11333,24.7,73.0,83.9,6.4,1,Some College,Yes,No,Yes,8,88.0,Distinction
STU_11334,16.0,95.1,71.5,9.2,2,Bachelor's,Yes,Yes,No,3,100.0,Distinction
STU_11335,12.8,56.8,69.8,7.1,0,Doctorate,No,No,No,8,71.9,Merit
STU_11336,11.0,77.8,57.0,6.1,3,High School,Yes,Yes,Yes,2,95.1,Distinction
STU_11337,13.0,95.9,81.4,6.3,1,Doctorate,Yes,Yes,No,4,100.0,Distinction
STU_11338,12.5,69.9,64.2,7.4,0,Bachelor's,Yes,No,No,9,74.2,Merit
STU_11339,16.1,89.3,70.8,8.1,3,Bachelor's,Yes,Yes,No,1,100.0,Distinction
STU_11340,16.0,52.0,89.8,5.6,1,High School,Yes,Yes,No,2,86.2,Distinction
STU_11341,15.0,59.6,78.1,9.4,3,Some College,Yes,No,No,2,87.6,Distinction
STU_11342,17.8,84.4,52.5,7.6,3,High School,Yes,No,No,9,82.1,Merit
STU_11343,22.7,64.6,50.8,7.8,3,Some College,Yes,No,Yes,10,76.8,Merit
STU_11344,21.2,77.3,71.2,7.1,0,Doctorate,Yes,No,Yes,5,100.0,Distinction
STU_11345,5.3,77.9,57.4,7.2,0,High School,Yes,No,No,4,80.5,Merit
STU_11346,2.0,96.3,79.8,7.0,3,Bachelor's,Yes,Yes,No,10,89.7,Distinction
STU_11347,21.1,75.4,72.5,8.4,3,High School,Yes,Yes,Yes,10,91.8,Distinction
STU_11348,6.1,78.7,74.0,7.2,1,Bachelor's,Yes,No,No,4,95.6,Distinction
STU_11349,13.5,87.6,63.5,8.1,1,High School,Yes,No,Yes,7,95.3,Distinction
STU_11350,7.4,73.6,92.9,6.7,0,High School,Yes,Yes,No,3,87.8,Distinction
STU_11351,3.3,85.6,99.0,7.4,4,Some College,Yes,No,No,9,94.6,Distinction
STU_11352,18.5,96.5,68.7,6.2,0,Bachelor's,No,Yes,No,5,98.6,Distinction
STU_11353,19.9,65.1,76.2,8.7,0,High School,Yes,Yes,No,9,78.2,Merit
STU_11354,11.3,81.6,73.2,6.2,2,High School,Yes,Yes,No,1,96.1,Distinction
STU_11355,2.0,67.7,68.9,6.8,0,High School,Yes,Yes,Yes,10,55.6,Pass
STU_11356,11.4,45.0,62.0,6.8,4,Doctorate,Yes,No,No,8,82.9,Merit
STU_11357,17.5,73.1,59.0,6.8,0,Bachelor's,Yes,Yes,Yes,2,89.8,Distinction
STU_11358,5.4,92.3,58.4,8.1,0,Bachelor's,Yes,No,No,8,83.9,Merit
STU_11359,16.2,82.9,76.9,6.8,1,Bachelor's,Yes,Yes,No,4,100.0,Distinction
STU_11360,14.9,55.1,65.8,8.9,1,High School,Yes,Yes,No,2,82.0,Merit
STU_11361,18.8,91.2,41.1,6.2,0,Bachelor's,No,No,No,2,81.5,Merit
STU_11362,15.8,94.1,77.3,7.4,1,High School,Yes,Yes,No,6,100.0,Distinction
STU_11363,8.7,72.8,71.5,6.3,1,Some College,Yes,No,Yes,3,78.6,Merit
STU_11364,22.8,57.0,88.2,7.7,3,Bachelor's,Yes,Yes,No,10,91.0,Distinction
STU_11365,14.0,70.4,76.5,7.2,0,Bachelor's,No,Yes,Yes,3,92.2,Distinction
STU_11366,14.8,88.8,54.3,7.0,5,High School,Yes,No,Yes,9,88.8,Distinction
STU_11367,8.9,70.2,45.2,8.6,2,High School,Yes,No,Yes,5,76.2,Merit
STU_11368,12.1,86.9,63.4,6.4,0,Bachelor's,No,No,No,7,83.9,Merit
STU_11369,9.2,91.8,64.5,7.9,0,Bachelor's,Yes,No,No,5,94.9,Distinction
STU_11370,13.9,87.5,83.3,6.3,1,High School,Yes,No,Yes,2,100.0,Distinction
STU_11371,26.1,82.6,71.9,7.3,0,High School,Yes,Yes,Yes,8,94.7,Distinction
STU_11372,6.1,87.9,85.6,5.8,0,Master's,Yes,No,No,9,88.6,Distinction
STU_11373,4.5,56.0,56.1,6.4,0,Bachelor's,No,Yes,No,2,57.3,Pass
STU_11374,24.6,55.3,83.6,7.1,2,Doctorate,Yes,Yes,No,2,99.4,Distinction
STU_11375,13.6,74.6,80.7,9.4,1,Some College,Yes,Yes,No,4,86.0,Distinction
STU_11376,10.7,80.4,47.8,7.3,0,Some College,Yes,Yes,No,8,80.7,Merit
STU_11377,21.8,81.6,87.9,9.2,1,High School,Yes,Yes,No,5,100.0,Distinction
STU_11378,11.1,87.6,73.1,7.5,2,Bachelor's,Yes,Yes,No,5,100.0,Distinction
STU_11379,26.9,79.6,76.7,6.7,0,High School,Yes,Yes,No,7,95.3,Distinction
STU_11380,19.4,55.2,61.6,9.0,3,High School,Yes,No,Yes,4,81.8,Merit
STU_11381,11.8,88.1,87.3,7.7,1,High School,Yes,No,No,9,96.0,Distinction
STU_11382,29.0,74.2,57.8,6.4,4,Bachelor's,Yes,No,No,4,98.2,Distinction
STU_11383,11.1,73.6,82.0,7.8,0,Some College,Yes,Yes,Yes,8,87.0,Distinction
STU_11384,19.8,51.6,81.8,6.8,5,Bachelor's,Yes,No,No,3,97.7,Distinction
STU_11385,16.9,64.8,60.3,4.8,2,Master's,Yes,Yes,No,6,77.8,Merit
STU_11386,23.5,68.1,95.8,8.3,1,Bachelor's,Yes,No,No,1,100.0,Distinction
STU_11387,25.1,59.0,74.8,8.5,1,Some College,No,Yes,Yes,7,85.9,Distinction
STU_11388,15.2,59.4,79.8,9.4,0,Doctorate,Yes,Yes,No,7,86.5,Distinction
STU_11389,10.1,88.7,53.7,7.7,4,Some College,Yes,Yes,Yes,2,94.5,Distinction
STU_11390,18.0,82.8,97.4,6.9,2,High School,Yes,No,Yes,5,100.0,Distinction
STU_11391,10.6,69.5,57.3,8.2,0,Doctorate,Yes,No,No,4,82.9,Merit
STU_11392,28.1,69.2,84.3,8.2,0,High School,Yes,No,No,10,79.5,Merit
STU_11393,15.9,86.5,60.1,9.2,0,Some College,Yes,Yes,No,9,82.5,Merit
STU_11394,12.6,67.4,64.6,7.1,2,Some College,Yes,Yes,No,2,89.0,Distinction
STU_11395,16.2,81.0,81.5,7.0,2,Some College,Yes,No,No,3,100.0,Distinction
STU_11396,6.2,90.4,84.3,6.3,1,Bachelor's,Yes,Yes,No,1,97.7,Distinction
STU_11397,8.7,94.3,56.7,7.8,0,High School,Yes,No,Yes,10,73.9,Merit
STU_11398,22.8,65.6,85.1,5.3,1,Bachelor's,Yes,Yes,No,5,87.5,Distinction
STU_11399,10.7,71.6,84.5,8.1,1,Bachelor's,Yes,No,No,3,92.9,Distinction
STU_11400,8.2,86.5,60.7,7.9,0,Some College,Yes,No,No,4,84.6,Merit
STU_11401,18.5,88.4,91.2,7.9,0,Some College,Yes,No,Yes,4,100.0,Distinction
STU_11402,22.7,77.9,54.5,7.4,0,Some College,Yes,Yes,Yes,6,97.0,Distinction
STU_11403,19.7,49.3,64.5,9.0,3,Bachelor's,Yes,Yes,Yes,10,75.7,Merit
STU_11404,21.5,76.1,77.7,8.2,2,Bachelor's,Yes,No,No,7,100.0,Distinction
STU_11405,10.1,68.1,61.8,6.5,5,Master's,Yes,No,No,7,83.2,Merit
STU_11406,5.8,89.1,75.2,6.5,0,High School,Yes,Yes,No,8,83.3,Merit
STU_11407,24.8,94.8,74.9,6.1,3,High School,Yes,Yes,Yes,3,100.0,Distinction
STU_11408,12.9,74.1,69.8,7.9,2,High School,Yes,No,Yes,5,96.2,Distinction
STU_11409,13.4,72.2,82.0,6.0,1,High School,Yes,No,Yes,10,79.5,Merit
STU_11410,23.6,80.1,69.3,8.5,0,Some College,No,No,Yes,6,90.4,Distinction
STU_11411,18.6,88.8,74.8,8.8,2,Doctorate,Yes,No,No,6,100.0,Distinction
